DoctorID,DoctorName,Specialization,ExperienceYears,City
635,Doctor_635,Neurology,27,Hyderabad
636,Doctor_636,Cardiology,4,Chennai
637,Doctor_637,Cardiology,34,Chennai
638,Doctor_638,Cardiology,20,Hyderabad
639,Doctor_639,Orthopedics,21,Bangalore
640,Doctor_640,Orthopedics,35,Bangalore
641,Doctor_641,Orthopedics,2,Hyderabad
642,Doctor_642,Orthopedics,14,Bangalore
643,Doctor_643,Neurology,22,Chennai
644,Doctor_644,Neurology,23,Chennai
645,Doctor_645,General,5,Chennai
646,Doctor_646,General,10,Chennai
647,Doctor_647,Cardiology,18,Chennai
648,Doctor_648,Orthopedics,2,Hyderabad
649,Doctor_649,Neurology,22,Chennai
650,Doctor_650,General,25,Bangalore
651,Doctor_651,Cardiology,35,Hyderabad
652,Doctor_652,Cardiology,11,Bangalore
653,Doctor_653,Orthopedics,25,Chennai
654,Doctor_654,Orthopedics,12,Chennai
655,Doctor_655,Cardiology,8,Mumbai
656,Doctor_656,Orthopedics,20,Mumbai
657,Doctor_657,Orthopedics,21,Chennai
658,Doctor_658,General,3,Bangalore
659,Doctor_659,General,18,Hyderabad
660,Doctor_660,General,27,Bangalore
661,Doctor_661,Neurology,6,Bangalore
662,Doctor_662,Orthopedics,32,Bangalore
663,Doctor_663,General,16,Bangalore
664,Doctor_664,General,24,Hyderabad
665,Doctor_665,Cardiology,29,Mumbai
666,Doctor_666,General,20,Mumbai
667,Doctor_667,Cardiology,14,Hyderabad
668,Doctor_668,Orthopedics,34,Hyderabad
669,Doctor_669,Cardiology,20,Bangalore
670,Doctor_670,General,12,Hyderabad
671,Doctor_671,Neurology,8,Mumbai
672,Doctor_672,Neurology,24,Chennai
673,Doctor_673,Orthopedics,3,Chennai
674,Doctor_674,General,13,Chennai
675,Doctor_675,Orthopedics,6,Bangalore
676,Doctor_676,Cardiology,29,Mumbai
677,Doctor_677,Orthopedics,33,Chennai
678,Doctor_678,Neurology,2,Bangalore
679,Doctor_679,Orthopedics,31,Chennai
680,Doctor_680,Cardiology,33,Hyderabad
681,Doctor_681,General,10,Hyderabad
682,Doctor_682,Orthopedics,13,Bangalore
683,Doctor_683,Cardiology,22,Bangalore
684,Doctor_684,Neurology,31,Bangalore
685,Doctor_685,General,34,Bangalore
686,Doctor_686,Orthopedics,20,Chennai
687,Doctor_687,Orthopedics,21,Bangalore
688,Doctor_688,Neurology,10,Bangalore
689,Doctor_689,Orthopedics,7,Bangalore
690,Doctor_690,Neurology,34,Hyderabad
691,Doctor_691,Neurology,9,Mumbai
692,Doctor_692,General,14,Hyderabad
693,Doctor_693,Neurology,3,Hyderabad
694,Doctor_694,Neurology,30,Hyderabad
695,Doctor_695,Neurology,25,Mumbai
696,Doctor_696,Orthopedics,34,Mumbai
697,Doctor_697,Neurology,8,Hyderabad
698,Doctor_698,Neurology,1,Bangalore
699,Doctor_699,Neurology,20,Hyderabad
700,Doctor_700,Neurology,3,Hyderabad
701,Doctor_701,Orthopedics,6,Hyderabad
702,Doctor_702,Neurology,22,Mumbai
703,Doctor_703,Cardiology,30,Hyderabad
704,Doctor_704,Cardiology,3,Chennai
705,Doctor_705,Cardiology,7,Hyderabad
706,Doctor_706,General,34,Hyderabad
707,Doctor_707,Cardiology,20,Chennai
708,Doctor_708,Cardiology,2,Hyderabad
709,Doctor_709,General,20,Hyderabad
710,Doctor_710,Orthopedics,14,Hyderabad
711,Doctor_711,Orthopedics,21,Bangalore
712,Doctor_712,General,13,Bangalore
713,Doctor_713,Orthopedics,13,Bangalore
714,Doctor_714,General,19,Chennai
715,Doctor_715,Neurology,18,Hyderabad
716,Doctor_716,Orthopedics,35,Hyderabad
717,Doctor_717,General,21,Bangalore
718,Doctor_718,Neurology,29,Chennai
719,Doctor_719,Neurology,8,Chennai
720,Doctor_720,Cardiology,18,Chennai
721,Doctor_721,General,10,Bangalore
722,Doctor_722,General,11,Bangalore
723,Doctor_723,Cardiology,18,Hyderabad
724,Doctor_724,Orthopedics,8,Hyderabad
725,Doctor_725,General,1,Hyderabad
726,Doctor_726,Neurology,33,Bangalore
727,Doctor_727,General,7,Bangalore
728,Doctor_728,Cardiology,14,Chennai
729,Doctor_729,General,35,Bangalore
730,Doctor_730,Orthopedics,23,Hyderabad
731,Doctor_731,Cardiology,21,Hyderabad
732,Doctor_732,Cardiology,18,Bangalore
733,Doctor_733,Neurology,10,Mumbai
734,Doctor_734,General,19,Chennai
735,Doctor_735,Cardiology,16,Bangalore
736,Doctor_736,Orthopedics,11,Mumbai
737,Doctor_737,Orthopedics,5,Hyderabad
738,Doctor_738,Orthopedics,20,Bangalore
739,Doctor_739,Neurology,22,Chennai
740,Doctor_740,Orthopedics,35,Mumbai
741,Doctor_741,Neurology,29,Mumbai
742,Doctor_742,Orthopedics,4,Bangalore
743,Doctor_743,General,9,Bangalore
744,Doctor_744,Orthopedics,2,Mumbai
745,Doctor_745,Orthopedics,31,Hyderabad
746,Doctor_746,Neurology,4,Chennai
747,Doctor_747,General,7,Hyderabad
748,Doctor_748,General,25,Mumbai
749,Doctor_749,Neurology,4,Hyderabad
750,Doctor_750,General,6,Bangalore
751,Doctor_751,Orthopedics,28,Mumbai
752,Doctor_752,Orthopedics,26,Chennai
753,Doctor_753,General,12,Chennai
754,Doctor_754,Orthopedics,29,Hyderabad
755,Doctor_755,General,23,Hyderabad
756,Doctor_756,Neurology,20,Chennai
757,Doctor_757,Neurology,22,Mumbai
758,Doctor_758,Neurology,13,Hyderabad
759,Doctor_759,Cardiology,35,Mumbai
760,Doctor_760,Orthopedics,6,Chennai
761,Doctor_761,Neurology,30,Mumbai
762,Doctor_762,General,9,Chennai
763,Doctor_763,General,6,Mumbai
764,Doctor_764,Neurology,30,Bangalore
765,Doctor_765,Neurology,7,Mumbai
766,Doctor_766,Neurology,30,Chennai
767,Doctor_767,General,20,Mumbai
768,Doctor_768,Cardiology,30,Bangalore
769,Doctor_769,Neurology,31,Hyderabad
770,Doctor_770,General,15,Mumbai
771,Doctor_771,General,15,Chennai
772,Doctor_772,Neurology,10,Bangalore
773,Doctor_773,Orthopedics,17,Hyderabad
774,Doctor_774,General,24,Mumbai
775,Doctor_775,Orthopedics,26,Hyderabad
776,Doctor_776,Orthopedics,12,Mumbai
777,Doctor_777,Cardiology,22,Mumbai
778,Doctor_778,General,21,Hyderabad
779,Doctor_779,Cardiology,30,Hyderabad
780,Doctor_780,Neurology,32,Bangalore
781,Doctor_781,Cardiology,2,Mumbai
782,Doctor_782,Neurology,5,Mumbai
783,Doctor_783,Orthopedics,31,Hyderabad
784,Doctor_784,General,8,Bangalore
785,Doctor_785,Cardiology,23,Hyderabad
786,Doctor_786,General,31,Chennai
787,Doctor_787,Orthopedics,30,Bangalore
788,Doctor_788,Orthopedics,11,Chennai
789,Doctor_789,Orthopedics,19,Bangalore
790,Doctor_790,Orthopedics,23,Mumbai
791,Doctor_791,Orthopedics,9,Hyderabad
792,Doctor_792,Orthopedics,33,Bangalore
793,Doctor_793,Cardiology,7,Mumbai
794,Doctor_794,General,26,Mumbai
795,Doctor_795,Cardiology,7,Chennai
796,Doctor_796,Orthopedics,21,Chennai
797,Doctor_797,Neurology,5,Mumbai
798,Doctor_798,Neurology,20,Chennai
799,Doctor_799,Orthopedics,35,Mumbai
800,Doctor_800,Orthopedics,30,Mumbai
801,Doctor_801,Orthopedics,26,Mumbai
802,Doctor_802,General,27,Chennai
803,Doctor_803,General,16,Bangalore
804,Doctor_804,Cardiology,16,Mumbai
805,Doctor_805,General,11,Hyderabad
806,Doctor_806,Orthopedics,31,Hyderabad
807,Doctor_807,General,25,Chennai
808,Doctor_808,Neurology,5,Mumbai
809,Doctor_809,Neurology,22,Mumbai
810,Doctor_810,Orthopedics,14,Bangalore
811,Doctor_811,General,28,Bangalore
812,Doctor_812,General,28,Hyderabad
813,Doctor_813,Cardiology,22,Hyderabad
814,Doctor_814,Cardiology,35,Hyderabad
815,Doctor_815,Neurology,16,Hyderabad
816,Doctor_816,Orthopedics,12,Mumbai
817,Doctor_817,Neurology,5,Hyderabad
818,Doctor_818,Orthopedics,32,Bangalore
819,Doctor_819,Orthopedics,8,Mumbai
820,Doctor_820,Orthopedics,30,Chennai
821,Doctor_821,Orthopedics,21,Bangalore
822,Doctor_822,General,7,Chennai
823,Doctor_823,Orthopedics,29,Hyderabad
824,Doctor_824,General,12,Hyderabad
825,Doctor_825,Orthopedics,20,Mumbai
826,Doctor_826,General,26,Mumbai
827,Doctor_827,General,5,Bangalore
828,Doctor_828,Neurology,7,Chennai
829,Doctor_829,Neurology,25,Mumbai
830,Doctor_830,Cardiology,21,Mumbai
831,Doctor_831,Neurology,32,Chennai
832,Doctor_832,Neurology,4,Chennai
833,Doctor_833,Orthopedics,6,Hyderabad
834,Doctor_834,Cardiology,14,Hyderabad
835,Doctor_835,Neurology,9,Mumbai
836,Doctor_836,Neurology,1,Hyderabad
837,Doctor_837,General,10,Mumbai
838,Doctor_838,Cardiology,10,Mumbai
839,Doctor_839,Cardiology,29,Chennai
840,Doctor_840,Cardiology,35,Mumbai
841,Doctor_841,General,19,Mumbai
842,Doctor_842,Cardiology,25,Mumbai
843,Doctor_843,Cardiology,29,Hyderabad
844,Doctor_844,General,13,Hyderabad
845,Doctor_845,Cardiology,14,Bangalore
846,Doctor_846,Cardiology,21,Chennai
847,Doctor_847,Orthopedics,20,Bangalore
848,Doctor_848,Neurology,20,Mumbai
849,Doctor_849,Cardiology,28,Mumbai
850,Doctor_850,General,23,Bangalore
851,Doctor_851,Orthopedics,6,Chennai
852,Doctor_852,Neurology,1,Mumbai
853,Doctor_853,Neurology,33,Mumbai
854,Doctor_854,Orthopedics,26,Hyderabad
855,Doctor_855,General,9,Mumbai
856,Doctor_856,Neurology,19,Mumbai
857,Doctor_857,Neurology,4,Mumbai
858,Doctor_858,Neurology,24,Bangalore
859,Doctor_859,Cardiology,4,Hyderabad
860,Doctor_860,Cardiology,1,Mumbai
861,Doctor_861,Orthopedics,23,Chennai
862,Doctor_862,Orthopedics,8,Mumbai
863,Doctor_863,General,19,Mumbai
864,Doctor_864,General,2,Chennai
865,Doctor_865,Orthopedics,16,Chennai
866,Doctor_866,General,28,Chennai
867,Doctor_867,Neurology,26,Hyderabad
868,Doctor_868,Neurology,21,Hyderabad
869,Doctor_869,General,25,Hyderabad
870,Doctor_870,General,26,Bangalore
871,Doctor_871,Orthopedics,25,Chennai
872,Doctor_872,Orthopedics,28,Chennai
873,Doctor_873,General,35,Hyderabad
874,Doctor_874,Neurology,14,Chennai
875,Doctor_875,Cardiology,12,Mumbai
876,Doctor_876,General,31,Hyderabad
877,Doctor_877,Orthopedics,9,Mumbai
878,Doctor_878,Orthopedics,13,Chennai
879,Doctor_879,General,25,Chennai
880,Doctor_880,Orthopedics,24,Mumbai
881,Doctor_881,Neurology,27,Chennai
882,Doctor_882,Orthopedics,10,Hyderabad
883,Doctor_883,Cardiology,19,Bangalore
884,Doctor_884,Cardiology,9,Bangalore
885,Doctor_885,Neurology,9,Bangalore
886,Doctor_886,Orthopedics,1,Chennai
887,Doctor_887,Orthopedics,5,Hyderabad
888,Doctor_888,General,2,Hyderabad
889,Doctor_889,Cardiology,10,Chennai
890,Doctor_890,General,32,Hyderabad
891,Doctor_891,General,28,Chennai
892,Doctor_892,Orthopedics,9,Bangalore
893,Doctor_893,Cardiology,6,Hyderabad
894,Doctor_894,General,9,Chennai
895,Doctor_895,Orthopedics,27,Hyderabad
896,Doctor_896,Neurology,30,Mumbai
897,Doctor_897,Cardiology,28,Mumbai
898,Doctor_898,Orthopedics,12,Mumbai
899,Doctor_899,Neurology,30,Chennai
900,Doctor_900,General,33,Hyderabad
901,Doctor_901,General,28,Mumbai
902,Doctor_902,General,29,Hyderabad
903,Doctor_903,Neurology,25,Chennai
904,Doctor_904,Neurology,23,Mumbai
905,Doctor_905,General,15,Mumbai
906,Doctor_906,General,12,Chennai
907,Doctor_907,Neurology,28,Hyderabad
908,Doctor_908,Orthopedics,1,Mumbai
909,Doctor_909,Cardiology,32,Hyderabad
910,Doctor_910,General,16,Bangalore
911,Doctor_911,Neurology,33,Chennai
912,Doctor_912,Orthopedics,18,Mumbai
913,Doctor_913,Orthopedics,27,Chennai
914,Doctor_914,Orthopedics,35,Bangalore
915,Doctor_915,General,24,Chennai
916,Doctor_916,Neurology,3,Chennai
917,Doctor_917,Cardiology,3,Mumbai
918,Doctor_918,Neurology,31,Bangalore
919,Doctor_919,Neurology,24,Mumbai
920,Doctor_920,Orthopedics,8,Hyderabad
921,Doctor_921,Cardiology,31,Bangalore
922,Doctor_922,General,6,Chennai
923,Doctor_923,General,10,Chennai
924,Doctor_924,Orthopedics,34,Hyderabad
925,Doctor_925,General,18,Chennai
926,Doctor_926,Neurology,30,Mumbai
927,Doctor_927,Orthopedics,34,Bangalore
928,Doctor_928,Cardiology,6,Hyderabad
929,Doctor_929,Neurology,34,Hyderabad
930,Doctor_930,Cardiology,6,Chennai
931,Doctor_931,Cardiology,16,Chennai
932,Doctor_932,Neurology,31,Hyderabad
933,Doctor_933,Cardiology,5,Mumbai
934,Doctor_934,Orthopedics,35,Mumbai
935,Doctor_935,Orthopedics,20,Bangalore
936,Doctor_936,Neurology,4,Chennai
937,Doctor_937,General,22,Hyderabad
938,Doctor_938,Cardiology,35,Chennai
939,Doctor_939,Neurology,1,Chennai
940,Doctor_940,Cardiology,31,Mumbai
941,Doctor_941,Neurology,30,Chennai
942,Doctor_942,Cardiology,33,Bangalore
943,Doctor_943,General,31,Mumbai
944,Doctor_944,Neurology,22,Mumbai
945,Doctor_945,Orthopedics,27,Chennai
946,Doctor_946,General,23,Mumbai
947,Doctor_947,Orthopedics,19,Bangalore
948,Doctor_948,General,19,Hyderabad
949,Doctor_949,Orthopedics,11,Bangalore
950,Doctor_950,General,3,Mumbai
951,Doctor_951,Cardiology,20,Bangalore
952,Doctor_952,Orthopedics,17,Mumbai
953,Doctor_953,Cardiology,4,Chennai
954,Doctor_954,Neurology,31,Mumbai
955,Doctor_955,Cardiology,11,Hyderabad
956,Doctor_956,Orthopedics,4,Bangalore
957,Doctor_957,General,19,Chennai
958,Doctor_958,Cardiology,2,Mumbai
959,Doctor_959,General,19,Bangalore
960,Doctor_960,Neurology,32,Bangalore
961,Doctor_961,Neurology,6,Bangalore
962,Doctor_962,Orthopedics,9,Chennai
963,Doctor_963,General,33,Mumbai
964,Doctor_964,Cardiology,5,Mumbai
965,Doctor_965,Cardiology,18,Chennai
966,Doctor_966,Neurology,17,Hyderabad
967,Doctor_967,General,9,Bangalore
968,Doctor_968,General,18,Mumbai
969,Doctor_969,Neurology,18,Chennai
970,Doctor_970,Cardiology,17,Chennai
971,Doctor_971,Neurology,1,Bangalore
972,Doctor_972,General,8,Chennai
973,Doctor_973,Cardiology,12,Bangalore
974,Doctor_974,Neurology,10,Mumbai
975,Doctor_975,General,29,Bangalore
976,Doctor_976,General,24,Hyderabad
977,Doctor_977,Orthopedics,12,Bangalore
978,Doctor_978,Orthopedics,17,Bangalore
979,Doctor_979,Neurology,16,Hyderabad
980,Doctor_980,Cardiology,32,Bangalore
981,Doctor_981,Cardiology,12,Chennai
982,Doctor_982,Orthopedics,34,Mumbai
983,Doctor_983,General,3,Mumbai
984,Doctor_984,Orthopedics,22,Mumbai
985,Doctor_985,Neurology,6,Mumbai
986,Doctor_986,Orthopedics,10,Hyderabad
987,Doctor_987,Cardiology,10,Bangalore
988,Doctor_988,Neurology,32,Bangalore
989,Doctor_989,Cardiology,27,Chennai
990,Doctor_990,Neurology,25,Bangalore
991,Doctor_991,General,16,Hyderabad
992,Doctor_992,Orthopedics,29,Chennai
993,Doctor_993,Cardiology,11,Chennai
994,Doctor_994,Neurology,14,Bangalore
995,Doctor_995,Orthopedics,23,Hyderabad
996,Doctor_996,Cardiology,4,Mumbai
997,Doctor_997,General,17,Hyderabad
998,Doctor_998,Neurology,8,Hyderabad
999,Doctor_999,Cardiology,4,Hyderabad
1000,Doctor_1000,Cardiology,11,Chennai
